Date,Title,Article,Link
"Mon, July 24, 2017| 01:30 pm",Rizieq Shihab may return on Independence Day,"Islamic Defenderâ€™s Front (FPI) leader Rizieq Shihab, who fled to Saudi Arabia after police named him a suspect in a pornography case, will return to Indonesia on the countryâ€™s Independence Day on Aug. 17, which also coincides with the hard-line groupâ€™s anniversary, his lawyer has said. â€œHe has planned to go home for a while to attend FPIâ€™s anniversary celebration on Aug. 17 â€” only if the situation is possible,â€ù said Sugito Atmo Pawiro as quoted by kompas.comÂ on Sunday. Sugito was quick to add that Rizieq would first observe the developments of his case before making a decision. Rizieq, the initiator of two large-scale rallies against former Jakarta governor Basuki ""Ahok"" Tjahaja Purnama last year, has been on the policeâ€™s wanted list sinceÂ May 31, after twice failing to comply with a summons to question him. He is believed to be in Saudi Arabia now.Â  The cleric was named a suspect in a pornography case that came to light when sexually explicit WhatsApp chats allegedly exchanged between Rizieq and Firza Husein, who has also been named a suspect, was leaked online. (fac/wit)",http://www.thejakartapost.com/news/2017/07/24/rizieq-shihab-may-return-on-independence-day.html?fb_comment_id=1426450274138350_1426479730802071
"Wed, July 19, 2017| 03:30 pm",Islamic group Hizbut Tahrir condemns disbandment by government,"Hizbut Tahrir Indonesia (HTI) has condemned the governmentâ€™s decision to revoke the Muslim organizationâ€™s legal status, calling it an arbitrary act. Speaking to The Jakarta Post right after the government announced the move on Wednesday, HTI spokesman Ismail Yusanto said the group had never received a warning letter. According to Article 62 of the 2017 Regulation in Lieu of Law (Perppu) on Mass Organizations, the government should issue a warning letter and terminate activities of an organization before revoking its status as a legal entity. â€œThe government has violated its own regulation. According to the Perppu, we should be subject to administrative sanctions first, not immediate disbandment,â€ù Ismail said. (Read also: Indonesia disbands Islamic group Hizbut Tahrir) The Law and Human Rights Ministry announced earlier that it had revoked HTIâ€™s legal entity status because the group had conducted activities opposed to Pancasila, the state ideology. Even though HTI had stated in its statutes and rules of association that it adopted Pancasila values, the group had advocated the establishment of a caliphate, reflecting an ideology that was not in line with Pancasila, the ministry said. The governmentâ€™s move to issue the Perppu has been criticized, because it allows the ministry to disband any mass organization deemed to oppose Pancasila without court approval, which some have called a setback for democracy, since the government could curtail the freedom of association and expression. The HTI is the first organization to be affected by the Perppu. â€œWe won't remain silent. Weâ€™ll fight back through a legal process,â€ù Ismail said, adding that the group had not yet decided what kind of legal process it would take, as it would first examine the government's decision. (ebf)",http://www.thejakartapost.com/news/2017/07/19/islamic-group-hizbut-tahrir-condemns-disbandment-by-government.html?fb_comment_id=1272545642871306_1272559269536610
"Sat, July 15, 2017| 05:42 pm",Police detain man who reported Jokowi's son," Jakarta Police have detainedÂ over alleged hate speech MuhammadÂ Hidayat, the man who reported President Joko ""Jokowi"" Widodo's youngest son, Kaesang Pangarep. Hidayat, who is already a suspect in the case before he reported Kaesang to the police, wasÂ heldÂ for the second time on Friday after he refused to answer questions from investigators. He is allegedÂ to have spread hate speech by uploading a video of a rally against former Jakarta governor Basuki ""Ahok"" Tjahaja Purnama, in which Jakarta Police chief Insp. Gen. Mochammad Iriawan is seen ordering members of the IslamÂ Defender's Front (FPI) to attack members of theÂ Islamic Students Association (HMI). Police said the footage, titledÂ ""Jakarta Police Chief provokesÂ the Islam Defender's Front (FPI) to attack Islamic Students Association (HMI) members,"" was intended to discredit Iriawan.Â  Jakarta Police spokesman Sr. Comr. Argo Yuwono saidÂ on SaturdayÂ that Hidayat had been questioned since Friday. ""He didn't answer questions from the investigators,"" Argo saidÂ on Saturday. He will be detained until July 19.Â  Hidayat was previously detained right after the rally inÂ November last year but later released due to his health condition.Â  On FridayÂ night, Hidayat claimed he had been detained because he had reported Kaesang, who had called intolerant people ""ndeso"" (provincial or tacky) in a video. Police have stopped the investigation againstÂ Kaesang due to a lack of evidence. (wit)",http://www.thejakartapost.com/news/2017/07/15/police-detain-man-who-reported-jokowis-son.html?fb_comment_id=1876840022332468_1878541742162296
"Wed, July 5, 2017| 03:15 pm","Rather than move on, let's learn from divisive Jakarta election ","In the wake of Basuki â€œAhokâ€ù Tjahaja Purnamaâ€™s election defeat and subsequent conviction, there is a pressure to â€œmove onâ€ù from the chaos stemming from the Jakarta gubernatorial election. The whole episode was indeed an intellectually and emotionally draining experience for the entire nation. Yet to blatantly dismiss the consequences of this conundrum will eventually damage Indonesian political maturity and social cohesion. The Ahok controversy revealed social fractures which were well-hidden under the facade depicting Indonesia as a tolerant, moderate, and progressive Muslim-majority nation. Â Â  Firstly, the publicâ€™s political participation continues to be impaired by the symbolic versus substance dilemma. Â The primacy of symbol was exemplified in employment of identity politics as a political weapon and consolidation of power around certain celebrity-like actors. As long as identity politics remain influential, Ahokâ€™s political overkill will continue to send a discomforting message to any political candidate seeking the approval of constituents with different identities. The other side of the coin is the excessive adherence to those who campaigned against Ahok and his supporters. For instance, the leader of the Islamic Defenders Front (FPI) Rizieq Shihab launched an anti-Ahok campaign that was so effective that many were willing to disregard the FPIâ€™s harsh crusade for an Islamist agenda. The publicâ€™s unreasonable identification with the symbols envisaged by political actors will continue to hamper Indonesiaâ€™s democratic process, which ideally rests on rationality and critical thinking. This raises questions over the political maturity of a nation that prides itself as a democratic country. Secondly, the pressure to conform as seen in classic herd behaviour remains a strong force in Indonesia. Â Religion was utilized as an instrument when anti-Ahok rallies were mobilized. Muslims who embraced the groupâ€™s mentality were awarded with social acceptance by the majority group and also earned their place among the Muslim community that strived to safeguard the religion against a blasphemous governor. Those who rejected were threatened with ostracization, shaming, and even religious excommunication. The gravity of such punishment leads to self-censorship, explaining the lack of counter-arguments by Muslims in the blasphemy discourse. A conforming behavior to the anti-Ahok crowd would likely lead one to join future rallies demanding a religious Muslim in public office, if the public fails to assert a more critical approach to the issues raised during the anti-Ahok movement. Thirdly, the recent swing to conservatives indicates many Indonesian Muslimsâ€™ incapability to reconcile religious and national identities. While conservatism in itself is a not a threat to the nationâ€™s integrity, it may serve as a platform for the Islam supremacists, which some quarters are all too happy to pursue at the moment. Not only the demand for pious Muslim politicians and leaders, we now face an uptick trend of the disavowal of Pancasila values in favor of Islamic ideals by social media users.Â  In pluralistic democracies, compromise is a necessity for society to function. But the recent call for Islamâ€™s dominance in political, economic, and social spheres raises notÂ  only fears among minorities regarding their rights and place in plural Indonesia, but also among multiple Muslim groups with differing approaches to the relationship between religion and state. Calls for Islamic dominance also turns Islam into a lucrative political currency in Â political contests, allowing it to be further exploited by pragmatic actors who donâ€™t Â not necessarily follow Islamâ€™s values and ideals, and limiting the expression of any seemingly non-Islamic political system or worldview. This explains the mounting pressure to expunge the values of Pancasila as it places Islam and Muslims on equal footing with other religious groups, therefore denying the primacy of Islam in the public domain. In conclusion, the controversy around Jakarta gubernatorial election should be a wake-up call to question some of the basic assumptions about how Indonesia is perceived. These include the portrayal of Indonesia as a success story of Islam-democracy reconciliation, the image of a tolerant and harmonious nation, and the image of Indonesia as a progressive Muslim-majority country. Rather than pushing to move on from these latest polemics, Indonesians would do well to wrest this moment to understand how events unfolded as they did from an educated and critical lens. In this era of information, however, people must be smart in forming their opinion of how religion should play a role in a multicultural and multi-ethnic setting. As we just celebrated Ramadhan and Idul Fitri, there is no better time to engage in self-reflection on how we could improve ourselves as Muslims and as patriotic citizens of our nation. *** Muhammad Sinatra is an Analyst in the Foreign Policy and Security Studies (FPSS) at the Institute of Strategic and International Studies (ISIS) Malaysia. He looks at terrorism issues and the socio-political developments in Southeast Asia. He can be contacted at [emailÂ protected] Dwintha Maya Kartika is an Analyst in the Economics, Trade and Regional Integration (ETRI) at the Institute of Strategic and International Studies (ISIS) Malaysia. She conducts research on economic integration and domestic economic issues, while also immerses herself on exploring human mind and behaviour. She can be reached at [emailÂ protected] --------------- We are looking for information, opinions, and in-depth analysis from experts or scholars in a variety of fields. We choose articles based on facts or opinions about general news, as well as quality analysis and commentary about Indonesia or international events. Send your piece toÂ [emailÂ protected] For more information clickÂ here.",http://www.thejakartapost.com/academia/2017/07/05/rather-than-move-on-lets-learn-from-divisive-jakarta-election.html
"Fri, June 16, 2017| 03:20 pm","As homelands devastated, Indonesian tribe turns to Islam","Indonesian tribesman Muhammad Yusuf believes his conversion from animism to Islam in a government-supported programÂ will eventually make his life easier. ""Thank God, the government now pays attention to us; before our conversion they didn't care,"" says Yusuf, the Islamic name he has adopted. Yusuf is a member of the ""Orang Rimba"" tribe. His small community now gathers around a stilt-mounted wooden hut, while children inside wearing Islamic skullcaps and hijabs enthusiastically recite the Koran. Not far away, other members of the tribe who remain faithful to the old ways stalk through palm oil trees in a desperate hunt for prey in an area that was once lush Sumatran rainforest. Stick-thin and wearing only loincloths over their weather-beaten skin, they brandish homemade rifles as they search for their next meal. Yusuf's group converted to Islam, the predominant faith in Indonesia, and gave up their nomadic ways in January in a bid to improve livelihoods that have been devastated by the expansion of palm oil plantations and coal mines into their forest homelands. Authorities insist the move is positive but critics say it amounts to a last throw of the dice for indigenous groups driven to desperation by the government's failure to properly defend their rights against rapid commercial expansion. Indonesia is home to an estimated 70 million tribespeople, more than a quarter of the total 255-million population, from the heavily tattooed Dayaks of Borneo island to the Mentawai who are famed for sharpening their teeth as they believe it makes them more beautiful. But as a nomadic group, the Orang Rimba -- whose name translates as ""jungle people"" -- are a rarity. Read also: Measles outbreak hits Orang Rimba tribe Big changesÂ  This photo taken on May 19, 2017 shows children from the""Orang Rimba"" tribe -- whose name translates as ""jungle people"", who have been converted to Islam and given up their nomadic ways, wearing Islamic skullcaps and hijabs as they gather to recite the Koran, in the Batang Hari district of Jambi province. (AFP/Goh Chai Hin) The 200 who recently converted in the Batang Hari district of Jambi province -- a handful of the approximately 3,500 Orang Rimba -- decided to turn to the Muslim faith after being approached by an Islamic NGO, and the social welfare ministry has helped with the process. Community leader Yusuf conceded the reason they were converting was because food was increasingly hard to find and they were constantly locked in disputes with companies on whose lands they hunt, rather than due to any deeply-held beliefs. Â  The tribesman also said that he and his family -- he has 10 children -- wanted to get national identity cards, which would allow them access to public services including education and healthcare. Converting to Islam and settling in one location means they can get the cards. The decision has meant big changes. The converts now live in basic wooden huts on stilts and no longer move to a new location every few weeks. TheyÂ are fully-clothed in items donated by the government and NGOs, having abandoned the simple loincloths and sarongs they wore in the past. ""It's nicer living in a village like this, our lives are better,"" said Yusuf, whose old Orang Rimba name was Nguyup. They have not completely abandoned their animistic traditions however -- the tribe believes spirits inhabit the trees and their wavy-bladed daggers -- and view Islam as a religion that overlays their own, ancient beliefs. Not all of the Orang Rimba are keen to convert however. Just a couple of hours drive away, a group of about 300 Orang Rimba live under blue, plastic tarpaulins propped up on sticks and subsist by hunting the few animals they can find amid the palm oil trees. They move on average three times a month in the hunt for new prey, and every time a member of the group passes away, as required under tribal customs. Read also: Carnival of culture opens indigenous people's congress in North Sumatra Tough existenceÂ  This photo taken on May 19, 2017 shows Indonesian ""Orang Rimba"" tribesmen brandishing homemade rifles and wearing loinclothes, part of a hunting party, setting out through palm oil trees in a desperate hunt for prey in an area that was once lush rainforest in the Batang Hari district of Jambi province.(AFP/Goh Chai Hin) Their existence is tough, and they appear skinny and malnourished -- but remain steadfastly against conversion. ""According to our tradition, conversion is not allowed,"" leader of the group Mail, who goes by one name, told AFP. It is also in part due to superstitious beliefs. ""We're afraid if we break our oath, we will be captured by tigers,"" Mail added. Conversion of tribespeople to Islam is not uncommon in Indonesia, the world's largest Muslim-majority country, and the government insisted the change would be positive for the Orang Rimba. Hasbullah Al Banjary, director of indigenous communities at the social affairs ministry, said it was now easier for authorities to provide for the tribespeople as they were not moving around. He said their traditions would not be eroded. ""Itâ€™s a creative culture which has local wisdom we need to preserve,â€ù he said. But indigenous rights defenders insist some tribespeople feel they have no option but to convert. ""I view this as a result of the state failing to protect them,"" Rukka Sombolinggi, secretary general of leading Indonesia indigenous rights group AMAN, told AFP. Â  ""They turn to clerics or the church in some areas, because they offer protection."" In recent decades, Indonesia has lost huge areas of rainforest -- the habitat for many indigenous groups -- to make way for plantations for palm oil, pulpwood and rubber, as well as coal mines.Â  Critics say local governments have prioritised making bumper profits by issuing permits for companies to set up operations rather than protecting tribes, who typically have no formal title to areas where they live. Yusuf said he feels a sense of ""tranquility"" after converting -- but admitted it had not been a quick fix and his group were yet to receive the coveted identity documents. ""It's now up to the government -- if they care about us they will work on our ID cards,"" he said. This photo taken on May 19, 2017 shows a wooden hut where families of the ""Orang Rimba"" tribe -- whose name translates as ""jungle people"", now call home in the Batang Hari district of Jambi province.(AFP/Goh Chai Hin)",http://www.thejakartapost.com/news/2017/06/16/as-homelands-devastated-indonesian-tribe-turns-to-islam.html?fb_comment_id=1234704286641877_1239818726130433
"Tue, June 13, 2017| 03:19 pm","Vigilantism: A relic of the past, now threatening the future","Indonesians may feel relieved now for the government and police have acted swiftly and firmly on cases of vigilantism done by radical group Islamic Defenders Front (FPI) towards people who commented on the pornographic case involving the groupâ€™s leader Rizieq Shihab. National Police chief Gen. Tito Karnavian said that the vigilantism violated the laws and would be firmlyÂ dealt with. Two men directly involved in intimidating a 15 year old boy of Chinese descent in East Jakarta have been arrested. Solok Police chief Adj. Sr. Comr. Susmewalati Rosya was replaced over her inability to prevent the persecution of a physician at Solok Regional Hospital, Fiersa Lovita. It is in our hope that other vigilantism cases will be handled justly by the national police. So far, the Joko â€œJokowiâ€ù Widodoâ€™s administration shows commitment to uphold the rule of law and to punish those who violate the basic principles of the Unitary State of Indonesia, state principles Pancasila and state motto Bhinneka Tunggal Ika (Unity in Diversity). The purpose of the radical group members are clear, they are committing a political terror to silence the people and to discourage positive reaction towards governmentâ€™s action. More specifically, they want to spread anti-Jokowi sentiment on the grassroots level. The government had previously banned the anti-Pancasila and anti-diversity Hizbut Tahrir Indonesia (HTI). While FPI is not banned (yet), there are a lot of indications that FPI sponsors various anti-Pancasila and anti-diversity sentiments. Rizieq has been repeatedly reported to the National Police's Criminal Investigation Department (Bareskrim) for his various public statements that contain elements of religious blasphemy, insults on the countryâ€™s first president Sukarno, Pancasila, and Sundanese people. It was Sukmawati Sukarnoputri who reported Rizieq for his insult on Sukarno and Pancasila, which stated that, â€œIn Sukarnoâ€™s Pancasila, belief in one and only god [the first principle] is on the butt, while the Jakarta Charterâ€™s is in the mind.â€ùÂ  The meaning is clear, Rizieq wishes to reinstate the Jakarta Charterâ€™s version of the Pancasila, implying a more Islamic Indonesia that upholds sharia law. He aims to change the revolutionary spirit of our founding fathers, who did not want to see Indonesia become an Islamic country, due to the countryâ€™s diversity principle. Hence, it is obvious that Rizieq has violated the essence of the first Pancasila principle which has been recognized as the stateâ€™s foundation. Rizieq has been named suspect in a pornography case, with other cases still in the investigation process. These cases can lead to the disbandment of FPI in Indonesia. The last National Awakening Day commemoration on May 20 gave a ray of hope since the government and various political organization seized the moment to emphasize the importance of defending our unity, the pluralistic Indonesian nation that embraces various cultures and traditions including that of Chinese-descent. Jokowi brings back a habit from Sukarnoâ€™s regime in celebrating the birth of Pancasila every June 1. The celebration holds a significant meaning since on June 1 1945, Sukarno presented the basic principles of Pancasila as state foundation in the BPUPKI meeting, supported by the countryâ€™s founding fathers. Sukarno firmly stated that Pancasila reflects the main characteristics of the nation: upholding interreligious tolerance, pluralistic Indonesian nation, a just and civilized humanity, democracy, and law that guarantees social justice. Our founding fathers clearly intended a nation that is against sharia, that upholds democracy, against racism, against vigilantism and other human right violations, and also against corruption that eats away peopleâ€™s welfare. The motto Bhinneka Tunggal Ika emphasizes this anti-racism view and shows that Indonesia is against the tyranny of majority and oppression towards minority.Â  Indonesian government under Jokowi administrationâ€™s firm stance against vigilantism or intimidation has been a correct one. Vigilantism is an obvious crime that violates not only the law but also Pancasila.Â  To gather peopleâ€™s support in defending the state, Pancasila, our diversity and the constitution, it is important for the government to spread awareness of the past. Under the New Order, there were a lot of violations of the basic principles of the nation. From 1965 to 1967, Soehartoâ€™s regime not only supported but also led the mass killings of millions of innocents, capturing and prisoning hundreds of thousands, and persecuting many others. Hundreds of thousands of prisoners of conscience and persecution of those seen as leftist continued for decades. All these violations of law and Pancasila happened without adequate legal process. Ironically, Soeharto justified these violations, saying that he was upholding Pancasila and implementing the constitution.Â  Now, several figures who rely on the support of Islamic radical organizations â€“that wish to turn Indonesia to an Islamic state based on sharia lawâ€” are a part of political force involved in those past violations. They are also those who become opposition of the Jokowi administration, who want to continue the corrupted system that has disadvantaged the people. If the 2019 presidential election runs similarly with the 2017 Jakarta gubernatorial election, with money politics and intimidation based on race and religion and other legal problems, these people can once again lead the nation. Imagine yourselves what will happen.Â  --------------- We are looking for information, opinions, and in-depth analysis from experts or scholars in a variety of fields. We choose articles based on facts or opinions about general news, as well as quality analysis and commentary about Indonesia or international events. Send your piece toÂ [emailÂ protected] For more information clickÂ here.",http://www.thejakartapost.com/academia/2017/06/13/vigilantism-a-relic-of-the-past-now-threatening-the-future.html?fb_comment_id=1540022792731608_1541332962600591
"Mon, May 15, 2017| 12:18 pm",Police to pick up FPI Jakarta leader,"The Jakarta Police plan to issue a warrant to pick up Muchsin Alatas, head of the Islamic Defender Frontâ€™s (FPI) Jakarta branch, in relation to a pornographic conversation that allegedly involved the groupâ€™s leader, Rizieq Shihab. A warrant for Muchsin would be issued along with a similar warrant against Rizieq, Jakarta Police spokesman Sr. Comr. Argo Yuwono said on Monday. He added that Rizieq had allegedly told Muchsin to throw his smartphone away. â€œWe have called him twice for questioning but he never showed up,â€ù Argo said as quoted byÂ tempo.co. Previously the Jakarta Police has announced that they would detain the firebrand leader as soon as he returned to the country after Rizieq failed to show up twice for questioning as a witness in a pornography case. Rizieqâ€™s lawyer, Kapitra Ampera, said on April 27 that Rizieq went on a minor haj, or umrah, with his family. He has not returned to Indonesia since. (idb/wit)",http://www.thejakartapost.com/news/2017/05/15/police-to-pick-up-fpi-jakarta-leader.html?fb_comment_id=1718354084844670_1720009514679127
"Mon, May 15, 2017| 09:01 am",Ahok ruling raises tension,"The highly divisive blasphemy conviction against non-active Jakarta governor Basuki â€œAhokâ€ù Tjahaja Purnama has sparked tensions in some regions, with supporters of the Christian governor upping the ante against the Islamist group that has been calling for his incarceration. The situation in West Kalimantan, which saw hundreds of people killed in two bloody ethnic conflicts in 1996/1997 and 2001, is particularly worrying as rising sectarian tensions in the capital have reignited suspicions among different religious and ethnic groups in the province. Mercelina Erni, 46, a Christian resident in the provinceâ€™s capital Pontianak said she had heard rumors, mainly from social media, that raids were imminent against Dayak people and Christians. â€œI had to take down the rosary I used to hang on the rearview mirror of my car when I heard the rumors,â€ù she told The Jakarta Post on Sunday. The rumors were triggered by a speech made by West Kalimantan Governor Cornelis, in which he said he would oppose the presence of Islam Defenders Front (FPI) leader Rizieq Shihab, a vocal antiAhok figure, in the province. The Dayak people, one of West Kalimantanâ€™s largest ethnic groups, have expressed their support for the governorâ€™s stance. On Friday, two FPI leaders, Sobri Lubis and Hidayat Quaiandri Batangtaris, who came to Pontianak to inaugurate members of a local FPI branch, were forced to return to Jakarta only 30 minutes after landing at Supadio International Airport. Authorities said they asked the two FPI leaders to return because of security concerns. The incident has angered a group of people claiming to represent Malays and Muslims. They called on authorities to prosecute the governor for stoking sectarian tensions. Meanwhile, rumors are also rife that some Malay and Muslim groups plan to disrupt an annual cultural event to be held by Dayak people in the city on May 20. Leaders of Dayak and Malay communities have met to respond to the rumors and called on the public to remain calm. The Pontianak Police have also beefed up security in the city and gave an assurance that authorities would act professionally in handling possible clashes. â€œWe have prepared 4,000 personnel from the police force and the Indonesian Military to maintain security. We will take action against anyone who tries to disrupt security, â€ù said Pontianak Police Chief Sr. Comr. Iwan Imam Susilo. Dayak people account for around 35 percent of West Kalimantanâ€™s population, followed by the Malay (34 percent), Javanese (10 percent) and Chinese (8 percent). Sixty percent of the provinceâ€™s population is Muslim, while 34 percent is Christian. In predominantly Christian Manado, North Sulawesi, hundreds of people on Saturday swarmed Sam Ratulangi International Airport and the governorâ€™s office to protest againts the presence of House of Representatives deputy speaker Fahri Hamzah, who was accused of supporting the FPI. The protests came just three days after thousands gathered in the city for a candlelight vigil supporting Ahok, who is now detained after being sentenced to two years for citing a Quranic verse in a speech deemed as blasphemous. â€œFahri Hamzah is not a tolerant person. That is why we reject his presence here,â€ù said Brian Maloor, chairman of a local group that participated in the Sam Ratulangi rally. Fahri had to be evacuated by the police after spending only six hours in the city. In other regions, the FPI has been more daring in carrying out their actions. In Makassar, South Sulawesi, dozens of alleged FPI members attempted to disperse a group holding a candlelight vigil for Ahok. Salim Said, a senior political and security analyst, expressed concerns about the rising sectarian tensions, which he believed could threaten the countryâ€™s diversity. He called on the countryâ€™s leaders in Jakarta to be fully aware of the situation to prevent horizontal conflicts. Meanwhile, Indonesian diasporas in major cities abroad have held rallies to support Ahok and Indonesian diversity, including in Amsterdam, Auckland, Los Angeles, New York, Perth, Sydney, Taipei, Tokyo, Toronto and Vancouver.",http://www.thejakartapost.com/news/2017/05/15/ahok-ruling-raises-tension.html
"Mon, May 15, 2017| 12:18 pm",Police to pick up FPI Jakarta leader,"The Jakarta Police plan to issue a warrant to pick up Muchsin Alatas, head of the Islamic Defender Frontâ€™s (FPI) Jakarta branch, in relation to a pornographic conversation that allegedly involved the groupâ€™s leader, Rizieq Shihab. A warrant for Muchsin would be issued along with a similar warrant against Rizieq, Jakarta Police spokesman Sr. Comr. Argo Yuwono said on Monday. He added that Rizieq had allegedly told Muchsin to throw his smartphone away. â€œWe have called him twice for questioning but he never showed up,â€ù Argo said as quoted byÂ tempo.co. Previously the Jakarta Police has announced that they would detain the firebrand leader as soon as he returned to the country after Rizieq failed to show up twice for questioning as a witness in a pornography case. Rizieqâ€™s lawyer, Kapitra Ampera, said on April 27 that Rizieq went on a minor haj, or umrah, with his family. He has not returned to Indonesia since. (idb/wit)",http://www.thejakartapost.com/news/2017/05/15/police-to-pick-up-fpi-jakarta-leader.html
"Fri, May 12, 2017| 02:34 pm",Police to detain Rizieq for evading questioning of alleged pornography case,"The Jakarta Police announcedÂ on FridayÂ that they would detain the firebrand leader of Islamic Defenders Front (FPI), Rizieq Shihab, as soon as he returned to the country after Rizieq failedÂ to show up twice forÂ questioning as a witness in a pornography case. â€œWe have sent Rizieq an invitation for questioning, but he did not respond nor attend the questioning as scheduled. Therefore, once he returns, we will detain him immediately,â€ù Jakarta Police spokesman Sr. Comr. Argo Yuwono said, adding that the details would be elaborated on later by the investigators. Rizieqâ€™s lawyer, Kapitra Ampera, said on April 27 that Rizieq went on a minorÂ hajÂ (umrah) with his family. He has not returned to Indonesia since. As a witness, Rizieq hasÂ twice evaded a policeÂ questioning for a pornography case allegedly involving him and a treason suspect, Firza Husein.Â  The police first summoned Rizieq, Firza, Rizieqâ€™s wife and a friend of Firzaâ€™s as witnesses on April 25. However, none of them showed up. According to Argo, the police summoned Rizieq again on May 8 for questioning scheduled on May 10. Argo confirmed that Rizieq was still abroad, but refused to inform reporters about the latterâ€™s exact whereabouts. â€œWe are not trying to criminalize him. [We want to question him] because he was reported and we followed up with the report,â€ù he said. (dea)",http://www.thejakartapost.com/news/2017/05/12/police-to-detain-rizieq-for-evading-questioning-of-alleged-pornography-case.html
"Mon, May 8, 2017| 03:26 pm",Jokowi administration moves to ban Islamic group,"Following a string of sectarian rallies in the country's capital and other provinces, the government decidedÂ on Monday to ban the hard-line Hizbut Tahrir Indonesia (HTI) group on the grounds thatÂ its activitiesÂ contradictedÂ the Pancasila state ideology and had becomeÂ a threat to the countryâ€™s unity. The ban recommendation, if passed by a court, would be the second time the government banned the activities of religious minorities in the country. President Joko ""Jokowi"" Widodo's administration banned earlier the Fajar Nusantara Movement (Gafatar) and evicted members of the group from theirÂ settlement in Mempawah, West Kalimantan.Â  Coordinating Political, Legal and Security Affairs Minister Wiranto announced the decisionÂ on MondayÂ on the sidelines of a ministerial meeting to comprehensively examine all mass organizations in the country, a move taken amid growing radicalism in Indonesia. â€œThe President has instructed us to review all mass organizations to identify those with values that contradict Pancasila or the unity of the state. [â€_] As a legally operating organization, the HTI has no positive role in achieving the national goal,â€ù Wiranto told reporters at his office. â€œHTI has also promoted values that contradict Pancasila and the 1945 Constitution. The activities of the group have also collided with the public, thus poses a threat to the unity of the republic [of Indonesia]. For this reason, the government has decided to ban the HTI,â€ù he said. (Read also:Â Gafatar ban seen as a setback) In the wake of a blasphemy case againstÂ Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama, conservative Muslim groups have staged a string of rallies demanding his prosecution. (wit)",http://www.thejakartapost.com/news/2017/05/08/jokowi-administration-recommends-ban-on-islamic-group.html?fb_comment_id=1543948729002624_1545242035539960
"Mon, May 8, 2017| 09:28 am",Calls for tolerance spark controversy in Aceh,"After making strongly worded remarks against radicals propagating intolerance in his province, West Kalimantan Governor Cornelis was less than welcome by a group of conservative Muslims in Aceh. The group, calling itself Islam Defender Troop (LPI), visited the hotel where the visiting governor was staying in Banda Aceh on Saturday, demanding he leave the city over statements they deemed â€œintolerantâ€ù and â€œprovocative.â€ù They claimed Cornelisâ€™ statements had been the reason for two clerics being turned away from Pontianak a day earlier. â€œAceh land is haram for those who hate ulemas and Islam, including Cornelis,â€ù said Tengku Achmad Shanjy, one of the protestors. Cornelis had come to the city for the opening of a national meeting of farmers and fishermen, which was also attended by President Joko â€œJokowiâ€ù Widodo, on Saturday. The protesters lingered in front of the hotel until the hotel management said the governor had already checked out from the hotel. Over the past two weeks, West Kalimantan has been gripped by a filmed speech that went viral on social media, in which Cornelis threatened to oust radical and provocative individuals who had â€œthe gutsâ€ù to enter his province. Many considered the footage provocative, claiming it stirred up sectarian sentiment. Speaking in Pontianak on Thursday, Cornelis addressed the controversy over his speech, saying he would fight intolerance in his province. â€œWith regard to intolerance, I frankly challenge those who are radical and intolerant to leave West Kalimantan,â€ù Cornelis said. The Indonesian Democratic Party of Struggle (PDI-P) politician added that history showed that 17 massive riots had occurred in the province so far, resulting in West Kalimantan being economically poor and left behind. â€œI donâ€™t want this to occur again,â€ù he said during the handover ceremony of the West Kalimantan police chief post from Insp. Gen. Musyafak to Brig. Gen. Erwin Triwanto. Erwin promptly held a meeting after his swearing in ceremony with representatives of different religious and ethnic groups in the province to talk about rising social tensions. The meeting was held in response to a planned visit by Sobri Lubis and Hidayat Quaiandri Batangtaris, clerics from the Islam Defenders Front (FPI), to Mempawah regency. When the two arrived at Supadio Airport in Pontianak, police asked them to go back to Jakarta, citing security concerns. â€œWe have told the organizing committee that [it is not recommended] to invite figures considered to be provocateurs,â€ù Erwin said. Earlier, Indonesian Ulema Council (MUI) deputy secretary Tengku Zulkarnain, who traveled along with Dayak Culture Council (DAD) leaders from Pontianak, faced rejection from a group of people upon arriving at Susilo Airport in Sintang regency. The cleric was turned away because he had allegedly insulted the Dayak. A staff member who accompanied Cornelis to Aceh, Awie, said the visit had gone well despite the protests from conservative groups. He said Cornelis and his wife had still spent Saturday night in Banda Aceh and the governor had taken the opportunity to meet local leaders. â€œ[Cornelis] was safe and Madam Governor could still shop for souvenirs. I was there with them,â€ù he told The Jakarta Post on Sunday night. He refused to confirm whether the governorâ€™s entourage had to change hotels after the protests.",http://www.thejakartapost.com/news/2017/05/08/calls-for-tolerance-spark-controversy-in-aceh.html
